start	end	text
2167558	2170120	Y nos dimos cuenta que no estaba prendido la grabación.
2170140	2178848	Hoy la de Samsara me dijo que quedó activado el escuchar la conversación de los camioneros.
2178908	2181830	Hoy me dijo buenos días.
2181890	2184593	Mira Helena, ya me dice Helena.
2185433	2190338	Tenía configurada la plataforma para que no grabara audio, pero ya la encendimos.
2190758	2194021	Y es una cámara que está dentro de la cabina del camionero.
2194101	2195402	Ayer ya...
2195778	2202841	Descargué unos videos.
2206183	2209925	Y aquí aprendí ya a descargarlos.
2213426	2218669	Y por ejemplo, este trae la cámara apagada.
2220310	2220810	La interna.
2221230	2221911	La interna.
2221971	2226154	Entonces, por ejemplo, pasa algo en carretera, aquí lo asaltan y pues el conductor...
2226174	2226915	La trae tapada.
2226975	2229657	Ah, no, es que la tiene, sí, creo que está como nublada, exacto, sí.
2229697	2231899	Si la trae tapada, pues eso no lo podemos estar permitiendo.
2231919	2234160	Doctor, quiero una persona que esté monitoreando.
2234421	2235822	Y te fijas, no tiene audio.
2236683	2238044	Digo, puede ir cantando, hablando.
2238644	2243888	Entonces, ahorita, justo ayer... ¿Cómo es que no tiene audio?
2243928	2244849	Porque lo tenía apagado.
2245530	2246130	Ya pregunté.
2246911	2249233	O sea, no tenía el audio y estaba desactivado.
2249253	2250814	Ayer lo vi con ella.
2251270	2258912	Es que ayer asaltaron a alguien de, bueno, le paró la policía a alguien en México de otra compañía y nos mandó esto.
2260853	2262353	O sea, se escucha todo el audio.
2263253	2264494	Como lo para la policía.
2264514	2267435	Entonces dice, Hector, ¿por qué no tenemos esto?
2269115	2271576	Y ya investigué, ellos, este es Tamsara también.
2271596	2272076	Claro.
2272436	2274577	Entonces, lo para la policía.
2274597	2277217	Y ahí todo el audio y toda la conversación queda...
2277237	2278658	Sesenta mil pesos los sacó.
2280482	2280982	¿Por qué?
2281002	2285824	Porque trae las cortinas, cortinas.
2285844	2286604	Total, bueno.
2286884	2299688	Entonces, esta es la... Y aquí tú quieres saber cuándo pusieron gasolina, cuándo quitaron gas, o sea, porque aquí te puedes saber si pusiste gasolina, si no pusiste gasolina, hasta traer todo el control.
2300188	2303949	Quiero una persona que esté monitoreando 24-7, que le hable al chofer, oye, prende la cámara.
2307330	2308710	Mira, tenemos las dos órdenes.
2308730	2313132	¿Y estas cámaras la tienen solamente para los camiones grandes o para los ciento y punta?
2313192	2318294	No, también para los vehículos, pero los vehículos locales, este...
2321415	2325056	Por ejemplo, ahorita tenemos a los...
2325116	2328557	El Centra, este es Centra, que también tiene la cámara apagada siempre.
2331118	2331598	Este...
2332938	2334599	El centro de CBP está prendido.
2334919	2337541	Tenemos otros que están, los Versa.
2338602	2341904	Si tienen casi 100 carros, entonces siempre con monitoreo constante.
2343365	2352632	El audio pues apenas recién, pero no hay una persona que esté así como viendo las alertas de seguridad y dónde está.
2352952	2358376	Y aparte las cajas que tenemos de Makini, ellos tienen otra plataforma.
2358396	2360918	Entonces tenemos cajas rentadas.
2361482	2366106	Que sí tienen otro sistema de monitoreo pero nada más es para cajas.
2366866	2370589	Algunas cajas sí tienen una cámara dentro del camión.
2372771	2376754	Y otras cajas nada más tienen como su rastreo satelital.
2378435	2382838	Entonces te tiene que entrar a esa plataforma más a la plataforma de McKinney.
2382998	2387822	McKinney es una compañía grande de Estados Unidos que renta las cajas.
2388314	2390115	Y se tienen como 40 cajas rentables.
2390135	2394719	Ahorita estamos empezando como la transición a esta compañía.
2395599	2396840	Estamos empezando la transición.
2396860	2398601	Ahorita se regresaron cuatro cajas.
2399162	2402564	Bueno, una, un chofer la dañó.
2404446	2413672	Es que Trixx tiene muchas cajas y subcontrata el servicio de la persona que maneja el camión, al camionero para que las mueva.
2414192	2415934	Pues Trixx tiene...
2416858	2423980	Siete choferes en Estados Unidos y el resto de los movimientos lo hace una compañía.
2425301	2431222	Y los movimientos, los siete choferes que ustedes tienen son en trayectos largos?
2431782	2433643	De Verno, California.
2434703	2439005	Su base es el Paso, Texas y llegan a Verno, California.
2440065	2441005	Ese es el mapa.
2445138	2450041	¿Y ya los recorridos que son un poco más cortos son subcontratados?
2450101	2463609	En Estados Unidos, como los choferes son mexicanos, se llama cabotaje el que un chofer mexicano haga una recolección por fuera del recorrido habitual.
2466242	2494630	Unos libros electrónicos en los camiones en el que deben supuestamente manejar ocho horas, no traer sobrepes, o sea, ciertas restricciones de acuerdo al Departamento de Transporte de Estados Unidos, que es el DOT, que es el que te regula todas las inspecciones, el que tienes que pasar por básculas, el que te regula todo el transporte en Estados Unidos, y hay un... cada parada que le hacen, por ejemplo, que nos han parado un chofer y que no sabe inglés, o que traía un foco roto, que no tenía el extintor,
2495074	2505641	Hay un semáforo de... Hasta que llega el rojo que ya te multan o te prohíben la... Y te quitan tu permiso de DOT como transportista, te pueden perder.
2505661	2507862	Y también cuando contratas la compañía de seguros...
2521362	2523684	Ellos ven tu historial.
2523724	2527067	Tu score y te pueden subir el premium o no?
2527127	2534214	Ajá, te dan una tarifa de acuerdo al riesgo que para ellos represente.
2535475	2539198	Y los subcontratados son para hacer esos trayectos que los mexicanos no pueden hacer.
2540159	2543242	No, es para cubrir con nuestra capacidad.
2543782	2544523	Ah bueno.
2544583	2547466	Ahorita estamos en búsqueda de choferes americanos porque
2547990	2563284	Ya les están quitando visas a los choferes mexicanos porque pues se los han cachado de que o no, no, a lo mejor en su momento sí hicieron alguna entrega local o a lo mejor este no marcaron bien su salida del país.
2563304	2571551	Claro, y además es un riesgo para ustedes porque también les reduce el score, pues en el caso que no el inglés o que cualquier inconveniente que tenga probablemente soluciones más fáciles.
2571571	2574454	De hecho ahorita se compraron 10 camiones y estamos en búsqueda de choferes y
2575010	2586177	Los sueldos en Trixx son muy competitivos que si comparas lo que le estás pagando un chofer mexicano a un chofer americano pues equivale prácticamente lo mismo.
2586197	2591200	La diferencia es que un chofer mexicano a lo mejor si se aventara a manejar más de las ocho horas.
2591440	2601286	Y el americano a las ocho horas se orilla y ya no le sigue hasta cumplir su descanso para continuar el trayecto.
2603399	2613826	Y también, por ejemplo, el chofer americano, si se le tiene un daño, se les compuso un foco, ahí en Phoenix te va a decir ven a resolvérnoslo el foco.
2614446	2620250	Y el mexicano va a ir y le pone algo en la regla y avanza.
2620710	2624552	Esas son las diferencias, pero que claro que queremos hacer este cambio.
2624572	2625833	Entonces, aquí llegan
2627266	2644001	Que en parte esos también ajustes de pequeños que pueden pasar en carretera que ustedes quieren también tenerlos dentro de la hoja de vida los de las... Sí, sí, sí, porque también a veces nos escriben a las once de la noche pagar una llanta ponchada o pagar una banda o pagar, o sea, se tiene que hacer ese pago.
2644281	2649666	Y les escriben por donde ese tipo que es como de comunicaciones cortas, es por WhatsApp, por una plataforma interna.
2649706	2654190	Por WhatsApp, por WhatsApp, ahí nos ponen en refacciones, este, pagar este...
2655190	2656510	Hay un grupo de refacciones.
2656530	2657311	¿Cuántos grupos tienen?
2657331	2659251	Yo estoy en muchos, yo en México.
2659271	2665633	Todos los tenemos en Colombia.
2665653	2670374	Por ejemplo aquí el jueves me apoyan con esto, una llanta.
2671234	2672595	Cambiar las bolsas de aire.
2673175	2674895	Y puede ser en Estados Unidos o en México.
2675636	2678376	Se puede componer en cualquier lado.
2678436	2679077	Aquí esto.
2679097	2684118	El jueves, bueno era 2.30 y eso no estuvo mal, pero el domingo
2688652	2693014	El domingo creo que mandaron algo, o sea, les tienes que resolverlo.
2693114	2702520	Los choferos nunca traen dinero y nunca... O sea, cualquier día, el domingo a las 3 de la tarde.
2705261	2708923	Se les ponen chuna llanta, o sea, estás en carretera y pues sucede todo.
2709343	2713526	Entonces, a nosotros aquí está Trixx Logistics en Vernon, California.
2714502	2717565	Salen los contenedores del Long Beach y hacen el recorrido hasta acá.
2718265	2732077	Y cruzan por Chihuahua, Durango, Zacatecas, y unos van a México y otros llegan acá a Guadalajara.
2732237	2734859	Este es nuestro centro de distribución, está en Guadalajara.
2734879	2737041	¿Y este recorrido lo harían ya...?
2737381	2739102	Este lo hace un camión ya mexicano.
2739162	2743366	La caja la cruzan y acá hay otro conductor.
2743638	2757485	Y eso es otro que tenemos, aquí pagamos a los custodios, aquí también están en Samsara los custodios que van siguiendo a los camiones porque pues los robos en carretera en México están también... Sí, mucho más elevado que en Estados Unidos.
2757906	2773354	Y ahorita se está cruzando también por Galveston, Galveston está por aquí, en Houston, por aquí abajo, entonces está cruzando Houston, se vienen por San Antonio,
2774594	2777977	Cruzan por piedras negras y están llegando a Monterrey.
2778778	2781800	Y esta ruta ahorita le gustó al cliente y a lo mejor la usamos.
2781820	2794011	Ahorita Héctor ve el lunes a Houston a verlo de un almacén para empezar a descargar aquí y empezar a lo mejor a traer contenedores de Houston a México.
2794271	2799796	Que el trayecto sería un poco más corto así que traerte a lo mejor todo desde acá.
2799876	2801077	Claro, todo eso es una lucha.
2803987	2805549	Tenemos un cliente que está hasta acá.
2805609	2809392	Hay otro cliente en León, va a Querétaro, a Morelia, muy poco.
2809412	2813976	Y el seguimiento de mencionadas que tienen la plataforma de Samsara.
2820354	2821554	¿Maquini tiene una propia?
2821595	2828838	¿Qué otros software utilizan ustedes dentro de la compañía como para hacer tracking de, no solamente de los camiones, sino de los paquetes o de la información?
2829158	2837041	Lo de los paquetes, mira, yo cuando entré aquí lo hacían así en una hoja.
2837061	2838201	Bueno, lo hacían primero en una hoja.
2838221	2838922	Subían todo y no se sabía nada.
2838982	2840843	No tenía el computador en Los Ángeles.
2841483	2844264	Y después yo empecé y dije, pues aunque sea en una hoja, ¿no?
2844304	2844644	¿En un exceso?
2844784	2846605	Y después, no, en una hoja de mano.
2846745	2848226	Ah, de mano.
2848246	2849126	Porque sabía mucho.
2849634	2850735	Pues se perdían cajas.
2851575	2868342	Entonces hace tres años contratamos, híjole, ya teníamos un proveedor que de verdad yo ya lo tenía en Los Ángeles, estaba instalando el programa, algo no me gustó, o sea, teníamos todo.
2869223	2872604	Yo creo que estuvimos trabajando con él unos par de meses.
2872624	2876646	Estando en Los Ángeles cuando me estaba instalando le dije sabes que no.
2876970	2880672	Ah sí, hubo algo que te dio mala vibra.
2880712	2891959	Y entonces yo contacté a un compañero con el que trabajaba en otra empresa, que en paz descanse hace tres años murió, y él me empezó a apoyar y consiguió esta compañía en Miami, se llama Trucking Premium.
2894440	2896942	Así se llama, Trucking Premium.
2897002	2903545	Entonces él, de acuerdo a nuestras necesidades, empezó...
2904898	2905859	¿Qué es paquetería?
2905899	2906459	¿Qué es paquetería?
2906479	2908880	Enséñale lo de... Es que en sí la mercancía no es nuestra.
2931746	2933688	Sí, usted solamente es un transportista.
2933728	2938231	Tenemos clientes que mandan para ellos y tenemos clientes que tienen sus clientes.
2938452	2938552	Sí.
2938572	2939753	Que tiene su propia coquetería.
2939773	2943236	Mire, enséñale, por ejemplo, todo de USA.
2943296	2958188	Entonces, esos clientes que reciben sus productos por medio de un número de tracking, o sea, que ya te viene de la tienda de... Sí, es como si yo fuera Amazon y les dijera a ustedes, yo ya no sé para qué ir a tal parte.
2958228	2959349	Ya estoy subcontratando su...
2961722	2963223	Ella es todo de usted, es un cliente.
2964344	2968687	Ella, sus clientes compran en cualquier tienda que te puedas imaginar en Estados Unidos.
2969147	2973350	Desde un, no sé... Es como un P.O.
2974311	2975471	Box.
2975511	2976032	Es un P.O.
2976712	2977052	Box.
2977072	2980875	Para el cliente, no para todos, sino para el cliente, es un P.O.
2980895	2981495	Box dominicano.
2981776	2985038	Entonces con ellos para tener la trazabilidad de su paquete,
2985810	2994275	Pues lo que queríamos es seguir que su número de tracking con el que el cliente le está dando seguimiento desde el momento que hizo la compra hasta el momento.
2995035	2998757	Como que tú siempre le vas dando tu seguimiento a tu paquete.
2998777	3000158	Al paquete para saber dónde estaba.
3000238	3010924	Entonces para no generar un número diferente nosotros para entrar a nuestro almacén se decidió que se escanea el tracking de origen y se sigue conservando.
3011084	3011344	Claro.
3012465	3014186	Entonces en el
3015670	3017831	¿Qué es esto?
3017851	3018551	¿Instagram o qué?
3018591	3019672	No, esa es su página web.
3020152	3021533	Es que en su Instagram no tiene.
3021553	3022793	Bueno, hay de todas las tiendas.
3023154	3026875	Pero nada más en Instagram para que vean como una idea.
3027896	3030377	Ellos le dicen a tu cliente, bueno, déjame esta hoja.
3030677	3033839	Ellos le dicen a tu cliente, regístrate.
3037180	3037941	Regístrate así.
3038001	3040442	Cuando vayas a hacer una cosa y los contactan,
3041278	3043599	Y Andrea también tiene una paquetería pero no le da seguimiento.
3043919	3044639	Se llama Dortudo.
3047320	3062064	Todo de USA, la dirección de Vernon, el número de teléfono y les pedimos mucho que le pongan el nombre, apellido y después todo de USA para saber que el paquete es de esta compañía y se pueda registrar ahorita cuando entres al sistema lo puedas registrar correctamente.
3062224	3064625	No todos lo hacen pero bueno esa es la idea.
3065305	3068866	Ellos ya consiguen sus clientes, les llega el paquete a la bodega
3070066	3071507	Y ahora sí me regreso al sistema.
3073328	3076870	Y eso se registra aquí, como paquetes.
3079171	3083274	Entonces, esa es la relación de los paquetes que se han registrado.
3086315	3088757	Entonces ya llevas como una relación de todos los paquetes.
3088777	3090598	O sea, va llegando y se va registrando.
3090998	3097362	Y el cliente, todo de USA, de este mismo sistema, tiene un acceso únicamente...
3098006	3099647	A la versión de ustedes.
3099707	3103389	En tiempo real puede estar viendo los paquetes que están registrando.
3103409	3105731	Que ya ingresó a Trixx Logistics.
3105751	3108573	Que están aquí en bodega, que está Silvia registrando.
3108593	3110734	Este es el área de la paquetería.
3112135	3118439	No la veo, pero aquí llegan todos los paquetes y aquí en esta área ella va registrando todo lo de todo de USA.
3118719	3123102	Entonces tiene una computadora y va registrando.
3124662	3127043	Esa es la parte de paquetes.
3127063	3131806	Entonces ya es bien fácil saber dónde está.
3132026	3137028	Que digamos que este que es el más individualizado está funcionando de una manera más organizada.
3137188	3139269	Está funcionando de una manera más organizada.
3139289	3145792	Y lo que no trae tracking ya lo registramos aquí.
3145952	3148994	Aquí le pones listar y aquí puedes crear tu guía.
3151018	3157061	Y aquí ya registras, es Trixx, aquí son el cliente de división, estos son los clientes de división que tenemos.
3158262	3162885	Eliges el cliente de división para seguir con el tema todo de USA, pues eliges todo de USA.
3164245	3173711	Quien lo manda, si es todo de USA, aquí tenemos, nada más que aquí han registrado 20 veces al mismo cliente, entonces tenemos como que está muy inflada la base de datos.
3173771	3176712	Todo de USA con USA mayúscula, minúscula, espacios en espacios.
3176772	3179694	Entonces a veces al momento de querer hacer un reporte,
3180394	3183836	Pues tienes que buscar como en cinco reportes todos los todos de USA que existen.
3183856	3186697	Y aquí están los destinatarios.
3186917	3191299	Aquí puedes coger, no sé, yo pongo un nombre, Paola.
3192239	3194641	Que ahí sí hay muchísimos más allá.
3194721	3196021	Y también están repetidos.
3196161	3205886	Escoges uno, le pones el tipo de, si es un sobre, la descripción, la descripción, el peso.
3206810	3210272	El valor es obligatorio, el largo, alto, por ancho.
3210413	3220319	La fórmula en la que Trixx registra cobra por medidas, no cobra por peso, que es algo que está mal, porque hay gente que lleva una tonelada.
3220479	3221660	Sí, en un espacio chiquitico.
3221740	3224762	Y eso pesa una tonelada y le cobro...
3224862	3226083	El tamaño nada, porque es pequeño.
3226103	3228545	El tamaño, que ahorita tenemos un mínimo de 60 dólares.
3229085	3234169	Y podemos registrarlo ya sea por volumen o por alto, largo y ancho.
3234289	3235950	Tenemos una fórmula para...
3237498	3243442	Trixx que es el largo, el alto por ancho entre 12, 14, 16 por la tarifa que tiene el cliente.
3243462	3252169	¿Y el cliente de ustedes puede ver directamente, ah bueno, puede verlo desde la página, puede hacer una calculadora virtual de cuánto le costaría el producto?
3252189	3259133	No, eso lo hacemos nosotros, pero hemos querido hacer mucho eso para la paquetería para poderle cotizar.
3259173	3260274	Aquí el mismo sistema...
3260474	3265458	Pero aquí, perdón, aquí el problema es que muchas veces muchas tiendas te envían en diferentes cajas.
3265986	3266927	Hola, hola, hola, hola, hola.
3292066	3294507	Sí, ya unificar todos los pedidos es más complicado.
3294527	3297448	Y estás enseñando el sistema.
3297528	3298249	El sistema.
3298729	3301370	Y aquí, por ejemplo, en administración tenemos las tarifas.
3301530	3303271	Aquí están las tarifas de los clientes.
3303931	3306492	Cada cliente tiene una tarifa diferente.
3306512	3308913	Si te fijas, él paga esto, él paga esto.
3309313	3311454	Pero la fórmula es la misma.
3311935	3315536	Alto, largo, por ancho, entre 12, 14 y 6 multiplicado por esta tarifa.
3315936	3319478	Y el sistema, al ponerle ya sea por volumen o por medidas,
3320370	3321250	Te toma la tarifa.
3321410	3325692	Tú eliges al momento de estar registrando tu guía.
3325712	3337635	No te imaginas lo que nos costó, bueno, le costó a Marilena el trabajo enseñarles a implementar esta plataforma.
3338275	3341256	Aquí asignas la tarifa, aquí eliges tú la tarifa del cliente.
3341276	3346097	Es que no sabía ni usar correo electrónico, mucho menos un Word, un Excel, nada.
3346257	3348378	Y el acceso a esta plataforma es...
3349983	3356508	Obviamente es un número grande de empleados, pero el que más tiene contacto con esta plataforma es la paquetería que está en...
3356989	3359050	Él porque él es muy...
3359090	3360752	Yo creo que es el que más...
3360872	3369819	Todo de USA es el que sí la usa porque sus clientes están... Llego mi paquete ya... Sí, son personas, individuos que están constantemente...
3369859	3377265	Ellos sí tienen una oficina en Guadalajara y tienen personal y están dándole como un constante seguimiento a todo su...
3378602	3405085	Trayecto por ejemplo ahorita me habló va a llegar camión entonces aquí aquí pues en teoría ya generaste la guía y aquí le asignaste la tarifa eliges la tarifa del cliente ahorita porque no complete toda la información pero y ya te sale una guía de esta manera envías listar guías aquí por ejemplo y eso es una guía que se generó de acuerdo a la información que se capturó y
3407286	3410568	Este, aquí podemos ver el PDF de la guía.
3416012	3423797	A él se le registraron todos los productos, aquí tiene su precio de tarifa y se le van a cobrar $7,000 dólares por esta mercancía.
3426299	3430102	Les he dicho muchísimo, no pongan Rubén, o sea...
3431138	3433219	Bueno, sabemos quién es Rubén porque es Rubén.
3433239	3434480	No, no, no, aquí pues es Rubén.
3434660	3439503	Bueno, René no pone los apellidos porque dice que Ticho le va a robar los clientes.
3440583	3453651	Es que ahí tenemos un cliente entre un cliente René y un cliente Paula Ticho que ellos creen que, bueno... Se ha pasado, porque a mí también me han pedido información en mi paquetería y yo doy, ya tengo un cliente y luego me hablan que porque me robé.
3453791	3454512	Y yo no robo nada.
3454652	3458614	O sea, los clientes van buscando pues... está complicado.
3459562	3486774	Entonces aquí están las guías y digo el sistema a lo mejor no es el más moderno pero nos has sacado la trazabilidad y entonces ya una vez que generas que es una persona que capturando aquí también tenemos a alguien que captura información de un cliente y se conecta a VPN para poder imprimir
3487330	3488911	Desde una computadora en Berno.
3490132	3494555	Entonces tiene el cliente, la persona que está... Con AnyDesk, perdón, se conecta AnyDesk.
3495056	3497978	Sí, para imprimir a la empresa en Berno.
3498078	3503662	Y imprime las etiquetas porque este programa tú puedes imprimir la etiqueta.
3503862	3504323	Claro.
3504343	3505023	Perdón, ahí no es.
3505824	3509647	Este, imprimes... Tengo que traer una guía.
3510467	3513510	Entonces, y ya una vez que tienes la información...
3514490	3517492	Se crea un consolidado, le llamamos consolidado.
3517772	3519753	Bueno, esta es creada.
3520834	3523895	Hay algo que viene dentro de toda una caja seca.
3526177	3528838	De los paquetes de la sumatoria, de los paquetes.
3528858	3531860	Bueno, es una guía.
3531940	3542225	Entonces, ya que está en bodega, todo lo que entra en almacén pues lo va registrando, ya sea con el tracking o lo va registrando y le vas generando una guía.
3542245	3542846	Claro.
3550307	3563316	La persona en bodega le crea un consolidado que si se nos ocurrió posponerle, no sé, y ya buscas un consolidado y aquí puedes sacar algunos reportes.
3565118	3569421	Ningún reporte ha cumplido con mis expectativas de todo lo que les pido porque
3571706	3575548	Yo lo quiero muy específicamente y no le hago, a lo mejor, un seguimiento.
3576709	3579590	Pero, por ejemplo, aquí tengo estos reportes Trixx, ¿no?
3579610	3586594	Y ya tengo un reporte de lo que viene dentro del camión.
3586614	3593918	Siendo todo USA, el cliente que más organizado está.
3596379	3598681	En cuanto que ahí sí revisa el programa.
3598721	3601383	Por ejemplo,Paula Ticho siempre habla ¿en qué consolidado va?
3601523	3607687	No entra, o sea, ella no va a entrar nunca a su sección de cliente.
3608548	3614852	Entonces, tenemos ya aquí, entonces yo ya sé en el camión qué es lo que viene.
3616714	3622698	Aquí yo ya puedo saber qué salió del almacén y en qué camión va y cuando llega al
3623178	3630041	¿Qué le toca llegar a Guadalajara, que es el centro de distribución donde ya llegan todos los paquetes?
3630061	3632502	¿Qué es esta bodega?
3632602	3633643	La tengo registrada aquí.
3638485	3644788	Ellos con un escáner van escaneando uno por uno para saber si ya llegó.
3644848	3648930	Ya llegó, ya van avisándole a los clientes y ya llegan.
3650826	3662120	Y este sistema quiere decir que los reportes no representan lo que tú quisieras ver, qué te gustaría recibir de esta plataforma, cuál es la información que vos querés entender más.
3669826	3678152	Yo siempre quise tener como un programa propio porque este lo pagamos y como que tener mi propia base de datos cotizamos pero siempre se tardaban como muchísimo en desarrollarlo.
3678692	3699106	Hector empezó como a desesperarse mucho y pues se tuvo que contratar un programa que en este programa he batallado mucho porque haz de cuenta como es una plataforma yo ya tenía establecido cierto parámetro y estábamos trabajando muy bien y de repente ya no aparecía lo que yo pedía
3699550	3707412	Y resulta que otro cliente pidió otra cosa y modificaba lo que yo estaba trabajando.
3707432	3712414	Otro cliente de la compañía en general.
3712774	3714635	Entonces, ¿qué pasó?
3714695	3715895	Ya estábamos trabajando bien.
3716355	3723597	Yo trabajaba remotamente mucho con un venezolano como para irlo adecuando a nuestras necesidades.
3723617	3725238	Ahorita ya le perdí la...
3725950	3730473	Como que ya me hiciste una de las cosas y ya no he estado como al pendiente.
3730493	3734656	Entonces, por ejemplo, el reporte que más usamos este es Saiden 2.
3734756	3738439	A ver si este es, no sé, China, quiero uno como muy completo.
3738459	3740100	Este nada más trae un contenedor de China.
3741441	3743723	Cuando nada más es un contenedor, pues trae una línea.
3745584	3752489	Pero déjame ver un contenedor que se ha llegado a Guadalajara con varios.
3752549	3754110	Para que veas cómo viene surtido.
3755958	3764024	Es que este proveedor de este servicio, o sea, muy pocas cosas se pueden personalizar porque ya está estandarizado para los clientes.
3764044	3767807	Claro y si lo cambian pasa lo que le pasó a tu mamá, que si lo cambian se lo cambian a todos los clientes.
3767827	3776034	Pero lo que mi mamá quería es algo que realmente 100% Sea un programa para ustedes, que ustedes lo manejen y que esté organizado a las medidas de ustedes.
3778386	3782707	Y este programa que tienen actualmente, ¿qué es lo que les gusta, qué es lo que no les gusta?
3782808	3791650	Obviamente, pues esto lo podemos profundizar más adelante para ver... Sí, yo creo que eso será como lo último, yo creo, de la...
3791670	3797733	Por ejemplo, a Guadalajara el Consolidado 2237.
3797793	3799353	Ese iba a Guadalajara.
3810127	3832738	2237 Este mira que aquí le entrega lo que yo he luchado mucho en Guadalajara es que me le entrega este el 100% al verde tambien le he bloqueado estos meses entonces ese es el reporte
3839058	3859442	Aquí como puedes ver ya ese es un camión completo que viene con los tracking como te comentaba su tracking de origen los que sí se generó guía y aquí aquí lo que yo quiero trabajar mucho es la cobranza saber
3860374	3863097	Si el cliente paga, o sea, si todos pagaron.
3863317	3871564	¿Todo esto entonces llega a cartera y ustedes lo mantienen en una cartera de deuda que tiene el cliente con ustedes sin necesidad que él pague?
3872185	3874447	Es que cada cliente paga diferente, por ejemplo.
3874467	3878351	Y cada cliente tiene una tarifa diferente.
3879071	3881153	Entonces ha sido muy complicado.
3881314	3885057	Algunos sí se pagan desde Los Ángeles y otros pagan al llegar.
3886566	3895232	Este, a Paola Ticho ya se le está cobrando por pie, a todo de USA por lo que le llegue de acuerdo a las medidas.
3895252	3895693	Claro.
3896213	3898655	Dorthu Dorus Uncle es la paquetería local.
3898675	3904939	Entonces este ya es el reporte de todo, que vienen medidas.
3905579	3907801	Nosotros nos basamos mucho en el volumen para cobrar.
3908001	3914986	El volumen es el resultado que te comentaba del alto, largo por ancho de la medida de las cajas.
3915466	3942946	Pero por ejemplo a todo de USA recibe no sé mil paquetes pero como recibe mucho paquete pequeño a él no se le cobra por paquetito sino que ya es el conglomerado se le cobra por tarima entonces el querer hacer una cobranza aquí en el sistema si todos esos se registraron con un volumen con un volumen pues no me representa lo que va a pagar en realidad entonces el querer hacer una cobranza ya de un consolidado son
3943398	3962685	El que fue por medida, el que fue por volumen, el que fue por caja, el que fue por tarima, entonces es algo complicado, no imposible, pero actualmente es algo complicado el poder definir porque tienes que entrar a cada cliente como le cobré para ponerle un valor.
3962705	3966786	O sea, si por ejemplo aquí dicen todo de USA, traigo cinco tarimas,
3967338	3974483	Pues no le puedo cobrar por cliente individual, sino tengo que irme acá abajo, no sé si aquí trae la todo de USA.
3974624	3977986	Tengo que ir acá, cuántos con solidaridad, cuánto de USA.
3978506	3993117	Él acá si sale, le llamamos a eso, Love Unit le llamamos al...
3994850	4003473	Esa es Unit, entonces le tengo que comprar por Unit pero le tengo que comprar por Unit pero de aquí a aquí es un precio.
4003613	4009334	Este todo esto venía en una tarima y este es un precio.
4009434	4017377	Y luego de acá este otro es otro Unit y de aquí para acá es otra tarima, es el contenido de todo lo que trae en otra tarima y es otro precio.
4017697	4022238	Aquí yo tuviera que entrar a los Unit entonces tengo que irme a la lista de los dos Unit
4022770	4028895	Aquí está también el sistema pareciera, bueno este lot unit costó 500 dólares y aquí ya ponerle 500 dólares.
4030436	4040265	Este lot unit me costó... Ah, como si fuera un pallet de... Es todo el contenido de una unidad, eso es con un cliente.
4041145	4051114	Entonces esa parte también hay que unificar lo que... toda la ganancia que se tuvo en una caja completa.
4052674	4054796	Bueno, entonces eso es esto.
4054856	4056458	Ah, para grandes rasgos, este...
4057839	4059481	Pues estamos haciendo como muy detalle.
4060202	4062984	Entonces acá, ese es el programa.
4066568	4069071	Y los warehouse son la mercancía que llega al sistema.
4069671	4075477	Pickups que no las usamos, aquí pudiéramos, por ejemplo, cada salida que hace Rosy a un almacén.
4076702	4079804	Con una tableta que este el gordito pase.
4079824	4080984	¿Sabes que estoy haciendo un picard?
4081244	4083986	Ella, Rosy le puede generar un logjuni.
4084926	4085966	Hicimos unas pruebas.
4085987	4090449	Vete para acá, vete para allá y el lunes sale con una orden, el martes sale con otra orden.
4090749	4092350	Esas son las pruebas que hicimos en el 22 y 23.
4092370	4095071	O sea, nada más quedó como pruebas.
4095091	4095731	Sí, sí, sí.
4095771	4098012	Sabemos que sí funciona porque hicimos pruebas.
4098032	4101354	Pero necesitamos la tableta especial para que el gordito esté.
4101958	4103058	¿Sabes qué Rosy le manda?
4103078	4125325	Bueno, pues mañana tiene que ir a la mercancía de BUSA que cobramos 800 o 600 dólares, cruza Eduardo, se va, es un pick-up, ya se lo lleva a Los Ángeles, vete a la bodega y tiene que llegar ese e inmediatamente, inmediatamente en cuanto estén descargando, ¿sabes qué?
4125625	4130446	Este urge o porque traemos otro problema también aquí que es algo
4131098	4134640	Esto se va, pero hay mercancía que se va acumulando.
4134660	4140283	Hace mucho que no la veía así tan vacía.
4141644	4148528	Porque no trabajaron el lunes, pero ahorita van a empezar a llegar.
4148548	4154731	Y también tenemos el problema de mercancía que se va quedando razonada acumulando.
4155191	4158473	Como que en Almacén ya sé que son primeras entradas, primeras salidas, pero...
4160866	4168152	Sí, ahí puede causar un problema de... con el montacargas que lo muevas y se le cae... Se cae todo, sí, eso es la pierde de la estabilidad.
4168172	4168913	No, no, no, eso es cabrón.
4168933	4169534	Mira, ahí están a bus.
4169554	4175779	No, ahí están a bus.
4175819	4177500	No está el reto, sí.
4177520	4179582	No, yo creo que ya es mañana regresar.
4179602	4182004	No, ahí tengo un tirano ahí que dijo...
4182024	4183165	Ese sí los pone a...
4183245	4185027	No, pero ve lo que mandó la señora Patti.
4185067	4186668	No, ve lo que mandó la señora Patti.
